"","Fire_ID","mtbs_cast_id","modis_id","n","mtbs_acres","mtbs_hectares","mtbs_year","modis_ha","modis_acres","west_or_east"
"9338","FL3066808631820100102","FL3066808631820100102","201004650 201004658",2,2597.65780533963,1051.2390222255,2010,128.6214,317.830401,"e"
"9339","FL3067008432520100324","FL3067008432520100324","NA",0,71.0210499171904,28.741314163439,2010,NA,NA,"e"
"9340","FL3067008432520100324","FL3067008432520100324_7997","NA",0,624.296560278226,252.644865022866,2010,NA,NA,"e"
"9341","FL3068508631020101227","FL3068508631020101227","201004611 201004650",2,1256.25442148729,508.390160935035,2010,257.2428,635.660802,"e"
"9342","FL3068808625620100722","FL3068808625620100722","201004634 201004611",2,1993.2390279541,806.638442715982,2010,342.9904,847.547736,"e"
"9343","FL3068808628320100219","FL3068808628320100219","201004611 201004658",2,1406.12120206114,569.039337878467,2010,707.4177,1748.0672055,"e"
"9344","FL3069108642620100508","FL3069108642620100508","NA",0,1003.64547789764,406.162539452812,2010,NA,NA,"e"
"9345","FL3069308688620100410","FL3069308688620100410","201004618",1,814.373078000253,329.566410357821,2010,192.9321,476.7456015,"e"
"9346","FL3071708632320100809","FL3071708632320100809","NA",0,697.361675564376,282.213386401749,2010,NA,NA,"e"
"9347","FL3071808630320100104","FL3071808630320100104","NA",0,896.06393488436,362.625659477966,2010,NA,NA,"e"
"9348","FL3072508682420100219","FL3072508682420100219","201004594",1,138.104511927934,55.8891366621207,2010,64.3107,158.9152005,"e"
"9349","FL3072508682420100219","FL3072508682420100219_8029","201004594 201004622",2,3985.10004737606,1612.71922293348,2010,1650.6413,4078.8234795,"e"
"9350","FL3073108626620100225","FL3073108626620100225","201004611",1,4239.09265604875,1715.50679604828,2010,793.1653,1959.9541395,"e"
"9351","FL3074708682220100319","FL3074708682220100319","201004594",1,999.554204529019,404.506853239313,2010,342.9904,847.547736,"e"
"9352","FL3075508673720100218","FL3075508673720100218","NA",0,1185.02949139378,479.566339061469,2010,NA,NA,"e"
"9353","FL3076008686220101227","FL3076008686220101227","201004594",1,1393.89420984332,564.091229887724,2010,64.3107,158.9152005,"e"
"9354","FL3076708682620100906","FL3076708682620100906","201004594",1,830.381713866231,336.044901358569,2010,107.1845,264.8586675,"e"
"9355","FL3077408685320100304","FL3077408685320100304","201004594",1,1495.35110331757,605.14954221611,2010,514.4856,1271.321604,"e"
"9356","FL3079108673320101207","FL3079108673320101207","201004590",1,548.803379423778,222.093736439651,2010,214.369,529.717335,"e"
"9357","FL3079508195020100423","FL3079508195020100423","NA",0,18.2588921245264,7.38914104253948,2010,NA,NA,"e"
"9358","FL3079508195020100423","FL3079508195020100423_8056","NA",0,16.0339076693131,6.48871817761958,2010,NA,NA,"e"
"9359","FL3079508195020100423","FL3079508195020100423_8057","NA",0,208.120082963387,84.2235463309288,2010,NA,NA,"e"
"9360","FL3079508195020100423","FL3079508195020100423_8058","NA",0,250.970659457876,101.564628764215,2010,NA,NA,"e"
"9361","FL3079508195020100423","FL3079508195020100423_8059","NA",0,12.8810224110823,5.21278567825854,2010,NA,NA,"e"
"9362","FL3079508195020100423","FL3079508195020100423_8060","NA",0,579.733909912748,234.610928104121,2010,NA,NA,"e"
"9363","FL3079508195020100423","FL3079508195020100423_8061","NA",0,1217.02384881712,492.514047934176,2010,NA,NA,"e"
"9364","FL3080308689320101204","FL3080308689320101204","201004574 201004573 201004583 201004584 201004586",5,2546.92529807155,1030.70822281616,2010,685.9808,1695.095472,"e"
"9365","FL3080408686520100211","FL3080408686520100211","201004574 201004581 201004584 201004586",4,1046.61718973318,423.552643815479,2010,342.9904,847.547736,"e"
"9366","FL3081208679720100202","FL3081208679720100202","201004574",1,721.800583848063,292.103501256597,2010,64.3107,158.9152005,"e"
"9367","FL3081308681320100323","FL3081308681320100323","201004574 201004577",2,1368.95960958521,554.000514805454,2010,557.3594,1377.265071,"e"
"9368","FL3081408690920100316","FL3081408690920100316","201004573 201004583",2,713.450299784635,288.724247670501,2010,257.2428,635.660802,"e"
"9369","FL3081608684320100527","FL3081608684320100527","NA",0,59.5292856140965,24.0907435437068,2010,NA,NA,"e"
"9370","FL3081608684320100527","FL3081608684320100527_8075","NA",0,61.6311343636683,24.9413349571809,2010,NA,NA,"e"
"9371","FL3081608684320100527","FL3081608684320100527_8076","201004574 201004581",2,858.069753948527,347.249898461583,2010,235.8059,582.6890685,"e"
"9372","FL3082008693520100330","FL3082008693520100330","201004573",1,1943.72980125647,786.602689370114,2010,857.476,2118.86934,"e"
"9373","FL3083608684220100903","FL3083608684220100903","201004544 201004572",2,769.657559096221,311.470609488917,2010,107.1845,264.8586675,"e"
"9374","FL3084108688020100315","FL3084108688020100315","NA",0,507.82196174271,205.509078766918,2010,NA,NA,"e"
"9375","FL3084208681920100203","FL3084208681920100203","201004544",1,1390.6120533551,562.762982968375,2010,407.3011,1006.4629365,"e"
"9376","FL3084308694320100128","FL3084308694320100128","201004558 201004563 201004573",3,1801.09819016137,728.881493345813,2010,707.4177,1748.0672055,"e"
"9377","FL3085308692520100217","FL3085308692520100217","201004558",1,894.595552669111,362.031423901194,2010,514.4856,1271.321604,"e"
"9378","FL3085708670320100415","FL3085708670320100415","201004560",1,540.160598935722,218.596113276625,2010,42.8738,105.943467,"e"
"9379","FL3085808677420101215","FL3085808677420101215","201004556 201004559",2,806.230784510256,326.271327907199,2010,364.4273,900.5194695,"e"
"9380","FL3086608689020100331","FL3086608689020100331","201004546",1,766.645693191948,310.251745725656,2010,171.4952,423.773868,"e"
"9381","FL3087408685320100324","FL3087408685320100324","201004546 201004544",2,996.579206566447,403.302909462397,2010,278.6797,688.6325355,"e"
"9382","FL3087608682620100208","FL3087608682620100208","201004544 201004557",2,1815.97833771183,734.903299501098,2010,878.9129,2171.8410735,"e"
"9383","FL3087908665120100323","FL3087908665120100323","201004547",1,1553.77152635493,628.791543200827,2010,557.3594,1377.265071,"e"
"9384","FL3088208687920100406","FL3088208687920100406","201004546 201004553",2,672.597100324871,272.191478278556,2010,150.0583,370.8021345,"e"
"9385","FL3089208680020100305","FL3089208680020100305","201004511 201004544",2,1146.86323453206,464.12094110996,2010,300.1166,741.604269,"e"
"9386","FL3089308623020100304","FL3089308623020100304","NA",0,1520.98782323101,615.524396178582,2010,NA,NA,"e"
"9387","FL3089308676920100112","FL3089308676920100112","201004511",1,1702.3083196928,688.902491252586,2010,42.8738,105.943467,"e"
"9388","FL3089908685020100111","FL3089908685020100111","201004543",1,1231.33660216959,498.306236885575,2010,150.0583,370.8021345,"e"
"9389","FL3091008686620100112","FL3091008686620100112","201004543",1,2439.1140488324,987.078383657933,2010,21.4369,52.9717335,"e"
"9390","FL3091308666220100128","FL3091308666220100128","201004531",1,686.087228922963,277.650761471286,2010,21.4369,52.9717335,"e"
"9391","FL3091608670320101119","FL3091608670320101119","201004531",1,661.908153151268,267.865797524032,2010,64.3107,158.9152005,"e"
"9392","FL3092008661920100226","FL3092008661920100226","NA",0,801.119030439303,324.202666153383,2010,NA,NA,"e"
"9393","FL3092008679820100306","FL3092008679820100306","201004516 201004511",2,777.996831311786,314.845406720462,2010,428.738,1059.43467,"e"
"9394","FL3092008690020100128","FL3092008690020100128","NA",0,1193.42014267673,482.961928747069,2010,NA,NA,"e"
"9395","FL3092908669320100304","FL3092908669320100304","201004531",1,884.671545535934,358.015304636449,2010,257.2428,635.660802,"e"
"9396","FL3092908671420100216","FL3092908671420100216","201004524 201004531",2,724.194484386899,293.072282308735,2010,278.6797,688.6325355,"e"
"9397","FL3094308677620100208","FL3094308677620100208","201004516 201004511",2,867.748134509785,351.166615781713,2010,428.738,1059.43467,"e"
"9398","FL3094508679020100916","FL3094508679020100916","201004516 201004511",2,952.441540432101,385.440958248111,2010,600.2332,1483.208538,"e"
"9399","FL3094608696520100405","FL3094608696520100405","201004505",1,5697.39695089131,2305.66396681431,2010,1950.7579,4820.4277485,"e"
"9400","FL3094808685020100115","FL3094808685020100115","201004515 201004511",2,1531.7348904593,619.873597378849,2010,278.6797,688.6325355,"e"
"9401","FL3095608682120100218","FL3095608682120100218","201004511 201004516",2,1605.6834108794,649.79962156173,2010,750.2915,1854.0106725,"e"
"9402","FL3096808684820100127","FL3096808684820100127","201004510 201004511 201004508",3,651.751198033926,263.755407177623,2010,192.9321,476.7456015,"e"
"9403","FL3097208679020101111","FL3097208679020101111","201004499 201004516",2,1246.79759478325,504.563103638545,2010,192.9321,476.7456015,"e"
"9404","FL3097508686320101209","FL3097508686320101209","201004508 201004510",2,945.245811294218,382.528938332494,2010,214.369,529.717335,"e"
"9405","FL3097708694920100915","FL3097708694920100915","201004505",1,992.136232408153,401.504894419639,2010,192.9321,476.7456015,"e"
"9406","FL3097708694920100915","FL3097708694920100915_8204","NA",0,17.6237006213714,7.13208713292517,2010,NA,NA,"e"
"9407","FL3097708694920100915","FL3097708694920100915_8205","NA",0,1638.07376434868,662.907584989629,2010,NA,NA,"e"
"9408","FL3097708694920100915","FL3097708694920100915_8206","NA",0,250.629932991181,101.426741103663,2010,NA,NA,"e"
"9409","FL3098708677320100204","FL3098708677320100204","NA",0,1051.60945205099,425.572948779001,2010,NA,NA,"e"
"9410","FL3098908682020101119","FL3098908682020101119","201004499",1,1248.78821768672,505.368683369008,2010,493.0487,1218.3498705,"e"
"9411","GA3058108222920100325","GA3058108222920100325","NA",0,137.913219830567,55.8117231871888,2010,NA,NA,"e"
"9412","GA3058108222920100325","GA3058108222920100325_8228","201004702",1,1280.40435687656,518.16333214074,2010,235.8059,582.6890685,"e"
"9413","GA3105408224920100211","GA3105408224920100211","NA",0,31.1368213758553,12.6006749584496,2010,NA,NA,"e"
"9414","GA3105408224920100211","GA3105408224920100211_8353","NA",0,85.5119080133636,34.6055798357368,2010,NA,NA,"e"
"9415","GA3105408224920100211","GA3105408224920100211_8354","NA",0,654.464948805346,264.853627544311,2010,NA,NA,"e"
"9416","GA3112808288920101109","GA3112808288920101109","201004439",1,878.148739979289,355.375608321777,2010,450.1749,1112.4064035,"e"
"9417","GA3112808288920101109","GA3112808288920101109_8364","201004439",1,666.36906350628,269.671071117112,2010,342.9904,847.547736,"e"
"9418","GA3148908123420100820","GA3148908123420100820","NA",0,639.661453606191,258.862841619124,2010,NA,NA,"e"
"9419","GA3306008370420100308","GA3306008370420100308","NA",0,2506.43953116174,1014.32414869645,2010,NA,NA,"e"
"9420","GA3314708366820100413","GA3314708366820100413","NA",0,579.530476803312,234.528601316269,2010,NA,NA,"e"
"9421","GA3315008360920100407","GA3315008360920100407","NA",0,884.520142224942,357.95403364522,2010,NA,NA,"e"
"9422","GA3315508351020100228","GA3315508351020100228","201003775 201003786",2,1303.99704395501,527.710992053853,2010,257.2428,635.660802,"e"
"9423","GA3316308360320100401","GA3316308360320100401","NA",0,830.103135958371,335.932164428065,2010,NA,NA,"e"
"9424","GA3317808367420100412","GA3317808367420100412","NA",0,2413.05253732697,976.531621949609,2010,NA,NA,"e"
"9425","GA3318408353320100301","GA3318408353320100301","201003775",1,1574.19917531458,637.058352506721,2010,192.9321,476.7456015,"e"
"9426","GA3319908350420100327","GA3319908350420100327","NA",0,1641.39969409699,664.253546389709,2010,NA,NA,"e"
"9427","GA3324208349020100402","GA3324208349020100402","NA",0,32.826278478924,13.2843767260462,2010,NA,NA,"e"
"9428","GA3324208349020100402","GA3324208349020100402_8524","NA",0,808.500766705742,327.18996078438,2010,NA,NA,"e"
"9429","GA3327708380620100406","GA3327708380620100406","NA",0,634.0921992622,256.609035332912,2010,NA,NA,"e"
"9430","GA3335008344520100325","GA3335008344520100325","NA",0,334.168538609754,135.233750598152,2010,NA,NA,"e"
"9431","GA3335008344520100325","GA3335008344520100325_8533","201003703",1,4422.73913263466,1789.82618564782,2010,214.369,529.717335,"e"
"9432","GA3340308340220100414","GA3340308340220100414","NA",0,1775.83476285234,718.657706144969,2010,NA,NA,"e"
"9433","GA3454608339720100221","GA3454608339720100221","201003241",1,1259.30853221551,509.62612064039,2010,300.1166,741.604269,"e"
"9434","GA3454608339720100221","GA3454608339720100221_8562","NA",0,243.610132135951,98.5859171228826,2010,NA,NA,"e"
"9435","GA3476008397620100401","GA3476008397620100401","NA",0,1079.49468834106,436.857748675219,2010,NA,NA,"e"
"9436","GA3476308377920100317","GA3476308377920100317","NA",0,574.860417459663,232.638687791839,2010,NA,NA,"e"
"9437","GA3476308402420100405","GA3476308402420100405","NA",0,517.784006469465,209.540591361223,2010,NA,NA,"e"
"9438","GA3484508361820100401","GA3484508361820100401","201003106",1,2200.07973198167,890.344240689609,2010,342.9904,847.547736,"e"
"9439","GA3491308392720100320","GA3491308392720100320","NA",0,572.672415939749,231.753231449708,2010,NA,NA,"e"
"9440","GA3496108352120101123","GA3496108352120101123","NA",0,801.588348204229,324.392593074204,2010,NA,NA,"e"
"9441","IA4140709585920101108","IA4140709585920101108","NA",0,19.5469919343514,7.91041862645596,2010,NA,NA,"e"
"9442","IA4140709585920101108","IA4140709585920101108_8607","NA",0,608.572482190466,246.281530929978,2010,NA,NA,"e"
"9443","ID4206211454420100820","ID4206211454420100820","201001321",1,14039.9192784227,5681.77647726944,2010,3751.4575,9270.0533625,"w"
"9444","ID4207911387620100826","ID4207911387620100826","201001316",1,3995.92425918926,1617.09964356451,2010,1479.1461,3655.0496115,"w"
"9445","ID4210111480120100806","ID4210111480120100806","201001315",1,1727.25997010965,699.000106316894,2010,664.5439,1642.1237385,"w"
"9446","ID4248811572020100821","ID4248811572020100821","NA",0,4262.33744777115,1724.91366714264,2010,NA,NA,"w"
"9447","ID4248911105820100826","ID4248911105820100826","201001255",1,3546.56935166551,1435.25143682746,2010,1050.4081,2595.6149415,"w"
"9448","ID4253311333920100718","ID4253311333920100718","201001243",1,4409.75142832518,1784.5702271643,2010,1264.7771,3125.3322765,"w"
"9449","ID4254111250320100821","ID4254111250320100821","201001231 201001238 201001240",3,6803.82223837123,2753.42018589179,2010,2486.6804,6144.721086,"w"
"9450","ID4255511300320100913","ID4255511300320100913","201001233",1,3365.66371320998,1362.04122950372,2010,728.8546,1801.038939,"w"
"9451","ID4255911558420100821","ID4255911558420100821","201001218",1,2277.74417976232,921.774053338063,2010,42.8738,105.943467,"w"
"9452","ID4261311328920100826","ID4261311328920100826","201001224",1,1862.45123460103,753.710288853338,2010,85.7476,211.886934,"w"
"9453","ID4261811562420100806","ID4261811562420100806","201001218",1,13230.080043897,5354.04485560908,2010,2743.9232,6780.381888,"w"
"9454","ID4263511296020100805","ID4263511296020100805","201001219",1,3306.5302076414,1338.11065310258,2010,728.8546,1801.038939,"w"
"9455","ID4267611410420100804","ID4267611410420100804","201001217",1,651.178034955134,263.523455381167,2010,64.3107,158.9152005,"w"
"9456","ID4267611410420100804","ID4267611410420100804_8868","NA",0,226.312722670232,91.585875864023,2010,NA,NA,"w"
"9457","ID4267611410420100804","ID4267611410420100804_8869","201001210 201001214",2,2193.90688120717,887.846166617194,2010,836.0391,2065.8976065,"w"
"9458","ID4267711550920100629","ID4267711550920100629","201001198 201001195 201001213 201001218",4,16416.8487628374,6643.68955987748,2010,5423.5357,13401.8485755,"w"
"9459","ID4272911585620100805","ID4272911585620100805","NA",0,26.7411799399916,10.8218148654871,2010,NA,NA,"w"
"9460","ID4272911585620100805","ID4272911585620100805_8905","201001197",1,30645.2374475226,12401.7372049472,2010,9625.1681,23784.3083415,"w"
"9461","ID4273911534620100619","ID4273911534620100619","NA",0,1697.99987268893,687.158917635479,2010,NA,NA,"w"
"9462","ID4274611566920100629","ID4274611566920100629","201001195 201001198",2,10220.4121819614,4136.07061208046,2010,2958.2922,7310.099223,"w"
"9463","ID4275711507020100821","ID4275711507020100821","NA",0,47.2539764041561,19.1230822817624,2010,NA,NA,"w"
"9464","ID4275711507020100821","ID4275711507020100821_8924","201001184 201001218",2,810.696563156544,328.078571635741,2010,85.7476,211.886934,"w"
"9465","ID4275711507020100821","ID4275711507020100821_8925","201001134 201001218 201001154 201001150 201001170 201001190 201001208 201001195 201001198 201001221 201001223 201001228 201001246",13,300566.39763264,121635.39220281,2010,81031.482,200233.15263,"w"
"9466","ID4275711507020100821","ID4275711507020100821_8926","201001134 201001218",2,525.210776803708,212.546110705771,2010,257.2428,635.660802,"w"
"9467","ID4275711507020100821","ID4275711507020100821_8927","201001134 201001143",2,87.7706807719493,35.5196763966018,2010,128.6214,317.830401,"w"
"9468","ID4277411269220100805","ID4277411269220100805","201001193",1,12644.3679074677,5117.0146153904,2010,2422.3697,5985.8058855,"w"
"9469","ID4279011532920100827","ID4279011532920100827","201001218",1,1630.72526255259,659.933739925408,2010,450.1749,1112.4064035,"w"
"9470","ID4283111415820100806","ID4283111415820100806","NA",0,2335.30218496941,945.067044813222,2010,NA,NA,"w"
"9471","ID4290311507020100710","ID4290311507020100710","201001150 201001134 201001153 201001218",4,2952.48826623575,1194.83438956046,2010,1500.583,3708.021345,"w"
"9472","ID4291911343320100806","ID4291911343320100806","NA",0,7063.45342949109,2858.48962149298,2010,NA,NA,"w"
"9473","ID4299111488320100826","ID4299111488320100826","201001115 201001118",2,3160.44630859701,1278.99236012394,2010,385.8642,953.491203,"w"
"9474","ID4299411579720100629","ID4299411579720100629","NA",0,345.316548361377,139.745208129998,2010,NA,NA,"w"
"9475","ID4299411579720100629","ID4299411579720100629_9107","201001108",1,1896.85626567472,767.633566642737,2010,21.4369,52.9717335,"w"
"9476","ID4301711528820100724","ID4301711528820100724","201001102",1,4007.76139710889,1621.88998248713,2010,1436.2723,3549.1061445,"w"
"9477","ID4303311376420100805","ID4303311376420100805","NA",0,5852.83466158306,2368.56762820831,2010,NA,NA,"w"
"9478","ID4304911497920100710","ID4304911497920100710","201001094",1,2602.64243263409,1053.25623739234,2010,857.476,2118.86934,"w"
"9479","ID4319511544720100827","ID4319511544720100827","201001074 201001078",2,5173.27403187617,2093.55809829734,2010,1822.1365,4502.5973475,"w"
"9480","ID4331911527420100916","ID4331911527420100916","201001044",1,1015.18391899318,410.83199957583,2010,235.8059,582.6890685,"w"
"9481","ID4349311269920100827","ID4349311269920100827","201001003",1,9398.84273840736,3803.59192425762,2010,2679.6125,6621.4666875,"w"
"9482","ID4349411172020100722","ID4349411172020100722","NA",0,1713.84559597167,693.571479989136,2010,NA,NA,"w"
"9483","ID4353911506320100806","ID4353911506320100806","NA",0,1190.49966752342,481.780049656491,2010,NA,NA,"w"
"9484","ID4367911257020100713","ID4367911257020100713","201000944 201000946 201000947",3,108333.900387094,43841.3494197376,2010,36571.3514,90369.777351,"w"
"9485","ID4375011641020100728","ID4375011641020100728","201000949",1,4738.92760379511,1917.78363199754,2010,1543.4568,3813.964812,"w"
"9486","ID4382511611220100826","ID4382511611220100826","201000936",1,1007.43911853747,407.697777492516,2010,257.2428,635.660802,"w"
"9487","ID4393211430520100911","ID4393211430520100911","201000914",1,2417.16203078966,978.194681603068,2010,21.4369,52.9717335,"w"
"9488","ID4428711547020100831","ID4428711547020100831","201000853",1,1074.35870247327,434.77928062191,2010,128.6214,317.830401,"w"
"9489","ID4428711547020100831","ID4428711547020100831_9541","NA",0,401.017575495291,162.286704235007,2010,NA,NA,"w"
"9490","ID4440711518520100820","ID4440711518520100820","NA",0,26.3680231119937,10.6708030508459,2010,NA,NA,"w"
"9491","ID4440711518520100820","ID4440711518520100820_9563","NA",0,12.0505486570603,4.87670352942143,2010,NA,NA,"w"
"9492","ID4440711518520100820","ID4440711518520100820_9564","201000850",1,2448.85180578768,991.019129848325,2010,600.2332,1483.208538,"w"
"9493","ID4445511550420100728","ID4445511550420100728","201000836 201000840 201000843 201000844 201000846 201000847",6,7984.54595027689,3231.24403084579,2010,1500.583,3708.021345,"w"
"9494","ID4463211615920100821","ID4463211615920100821","201000820",1,1838.36447563341,743.962684340668,2010,107.1845,264.8586675,"w"
"9495","ID4468111687520101004","ID4468111687520101004","NA",0,1204.59904094356,487.485886467527,2010,NA,NA,"w"
"9496","ID4511011473820100728","ID4511011473820100728","201000751",1,1055.8038006665,427.27034823184,2010,21.4369,52.9717335,"w"
"9497","ID4538811402020100918","ID4538811402020100918","201000710",1,1742.20057587829,705.046379142898,2010,214.369,529.717335,"w"
"9498","ID4678311497820100921","ID4678311497820100921","NA",0,2964.89372241137,1199.85471964147,2010,NA,NA,"w"
"9499","ID4678311497820100921","ID4678311497820100921_10090","201000374",1,520.403852604412,210.600809717783,2010,85.7476,211.886934,"w"
"9500","ID4696211547220100731","ID4696211547220100731","NA",0,43.7300034148182,17.6969753049135,2010,NA,NA,"w"
"9501","ID4696211547220100731","ID4696211547220100731_10100","NA",0,3.8786346108781,1.56963401704729,2010,NA,NA,"w"
"9502","ID4696211547220100731","ID4696211547220100731_10101","NA",0,10.82889885052,4.38231741532683,2010,NA,NA,"w"
"9503","ID4696211547220100731","ID4696211547220100731_10102","NA",0,4.38213609312712,1.77339465280175,2010,NA,NA,"w"
"9504","ID4696211547220100731","ID4696211547220100731_10103","201000333",1,1593.32400812882,644.797928715158,2010,514.4856,1271.321604,"w"
"9505","ID4696211547220100731","ID4696211547220100731_10104","NA",0,247.451108517589,100.140311334285,2010,NA,NA,"w"
"9506","IL3752608845020100305","IL3752608845020100305","NA",0,686.310506783078,277.741119176935,2010,NA,NA,"e"
"9507","IN3805608657620100407","IN3805608657620100407","NA",0,580.591179452594,234.957854166129,2010,NA,NA,"e"
"9508","IN3831608665920100413","IN3831608665920100413","NA",0,670.041605799203,271.157302198496,2010,NA,NA,"e"
"9509","IN3888908543920100319","IN3888908543920100319","NA",0,691.646263919298,279.900432117686,2010,NA,NA,"e"
"9510","IN3899408620120100317","IN3899408620120100317","NA",0,696.55819624521,281.888228556816,2010,NA,NA,"e"
"9511","IN3899508542920101106","IN3899508542920101106","201001726 201001732",2,1406.86510139521,569.340384462422,2010,300.1166,741.604269,"e"
"9512","IN3899608542220100413","IN3899608542220100413","201001732",1,672.404296584343,272.113453060894,2010,21.4369,52.9717335,"e"
"9513","IN3899608542220100413","IN3899608542220100413_10154","201001726 201001732",2,2515.06510382652,1017.81480807261,2010,300.1166,741.604269,"e"
"9514","IN3899608542220100413","IN3899608542220100413_10155","NA",0,39.9311771821087,16.1596387218311,2010,NA,NA,"e"
"9515","KS3725509972020100814","KS3725509972020100814","NA",0,3565.15538628391,1442.7729682698,2010,NA,NA,"w"
"9516","KS3816709852220100403","KS3816709852220100403","201001880 201001873 201001891",3,3958.16025136712,1601.81703067506,2010,1179.0295,2913.4453425,"w"
"9517","KS3841009652220100410","KS3841009652220100410","201001808",1,1517.0383071391,613.926077329123,2010,557.3594,1377.265071,"e"
"9518","KS3845709657620100412","KS3845709657620100412","201001808",1,1074.16325643672,434.700186100709,2010,493.0487,1218.3498705,"e"
"9519","KS3917109673420101109","KS3917109673420101109","201001676",1,470.218330680218,190.291368309057,2010,364.4273,900.5194695,"e"
"9520","KS3917109673420101109","KS3917109673420101109_12250","201001671 201001676",2,13277.7476917254,5373.33534544648,2010,4008.7003,9905.7141645,"e"
"9521","KS3966009916920100416","KS3966009916920100416","NA",0,363.386636721842,147.057942694395,2010,NA,NA,"w"
"9522","KS3966009916920100416","KS3966009916920100416_12389","NA",0,177.644882718593,71.8906210158199,2010,NA,NA,"w"
"9523","KS3966009916920100416","KS3966009916920100416_12390","NA",0,394.048884391742,159.466563719645,2010,NA,NA,"w"
"9524","KS3966009916920100416","KS3966009916920100416_12391","NA",0,498.213941960765,201.62083555785,2010,NA,NA,"w"
"9525","KY3672608434920100320","KY3672608434920100320","NA",0,1424.76470049377,576.584124194392,2010,NA,NA,"e"
"9526","KY3673708440420100320","KY3673708440420100320","NA",0,1293.25267282074,523.36288192849,2010,NA,NA,"e"
"9527","KY3675908803220100413","KY3675908803220100413","NA",0,10.0281179537423,4.05825158755879,2010,NA,NA,"e"
"9528","KY3675908803220100413","KY3675908803220100413_12440","NA",0,720.730144111704,291.670307931638,2010,NA,NA,"e"
"9529","KY3676708444620100324","KY3676708444620100324","NA",0,1357.19400507354,549.239124541763,2010,NA,NA,"e"
"9530","KY3678408437320100331","KY3678408437320100331","NA",0,1174.36511668669,475.250602471115,2010,NA,NA,"e"
"9531","KY3682908806720100923","KY3682908806720100923","201002289 201002295",2,2826.99715729933,1144.0497364067,2010,42.8738,105.943467,"e"
"9532","KY3696608423420100401","KY3696608423420100401","201002237",1,2198.05369499322,889.524329330094,2010,771.7284,1906.982406,"e"
"9533","KY3697608303320101111","KY3697608303320101111","201002233",1,612.374509972797,247.820163139408,2010,150.0583,370.8021345,"e"
"9534","KY3706508422920100409","KY3706508422920100409","NA",0,1699.12769265741,687.615332009411,2010,NA,NA,"e"
"9535","KY3717508613320100402","KY3717508613320100402","NA",0,2036.42492922497,824.115226814566,2010,NA,NA,"e"
"9536","KY3720908608920100401","KY3720908608920100401","NA",0,2420.75843069304,979.650098829384,2010,NA,NA,"e"
"9537","KY3728608358320100319","KY3728608358320100319","NA",0,552.965081052795,223.777924072945,2010,NA,NA,"e"
"9538","KY3729808258020100405","KY3729808258020100405","NA",0,2689.80540395367,1088.52998151518,2010,NA,NA,"e"
"9539","KY3746508272620101031","KY3746508272620101031","NA",0,624.407311435007,252.689684605155,2010,NA,NA,"e"
"9540","KY3757508225320100403","KY3757508225320100403","NA",0,680.339244837288,275.324625535455,2010,NA,NA,"e"
"9541","KY3765608396820101030","KY3765608396820101030","201002048",1,611.590937734915,247.503061436674,2010,278.6797,688.6325355,"e"
"9542","KY3783208367520101024","KY3783208367520101024","201001995",1,1429.00549873951,578.30032122086,2010,150.0583,370.8021345,"e"
"9543","KY3784208263920100414","KY3784208263920100414","NA",0,249.152982246852,100.829037952327,2010,NA,NA,"e"
"9544","KY3784208263920100414","KY3784208263920100414_12952","NA",0,42.3174853756397,17.1253472485431,2010,NA,NA,"e"
"9545","KY3784208263920100414","KY3784208263920100414_12953","NA",0,756.966615990749,306.334746484216,2010,NA,NA,"e"
"9546","KY3784208263920100414","KY3784208263920100414_12954","NA",0,128.310078576331,51.9254542561367,2010,NA,NA,"e"
"9547","LA2984709355520100726","LA2984709355520100726","201005010",1,1321.14390691309,534.650109058884,2010,214.369,529.717335,"e"
"9548","LA2985609349220100823","LA2985609349220100823","201005004",1,6386.90936150069,2584.70085568066,2010,2122.2531,5244.2016165,"e"
"9549","LA2990009340320100812","LA2990009340320100812","NA",0,522.492090241273,211.445892887335,2010,NA,NA,"e"
"9550","LA2991209315820100620","LA2991209315820100620","201004983 201004987",2,3469.44688499442,1404.04095702974,2010,1200.4664,2966.417076,"e"
"9551","LA2999009285920100217","LA2999009285920100217","NA",0,843.688044053142,341.429803675704,2010,NA,NA,"e"
"9552","LA3003909033720100220","LA3003909033720100220","NA",0,514.010249004469,208.013399789083,2010,NA,NA,"e"
"9553","LA3003909033720100220","LA3003909033720100220_13149","NA",0,390.611402430801,158.075458560178,2010,NA,NA,"e"
"9554","LA3094509318420100112","LA3094509318420100112","NA",0,550.601034427268,222.821224519214,2010,NA,NA,"e"
"9555","LA3094509318420100112","LA3094509318420100112_13191","NA",0,33.3245547866047,13.4860228002165,2010,NA,NA,"e"
"9556","LA3094509318420100112","LA3094509318420100112_13192","NA",0,537.897480957619,217.680258260775,2010,NA,NA,"e"
"9557","LA3096709321820100112","LA3096709321820100112","201004509",1,1003.03399774653,405.915081225309,2010,128.6214,317.830401,"e"
"9558","LA3098209311020100311","LA3098209311020100311","201004497",1,2802.05573796246,1133.95626173013,2010,557.3594,1377.265071,"e"
"9559","LA3099809312620100522","LA3099809312620100522","201004497",1,2863.12207543696,1158.66903058122,2010,107.1845,264.8586675,"e"
"9560","LA3100209293820100125","LA3100209293820100125","NA",0,1249.97403613567,505.84856898914,2010,NA,NA,"e"
"9561","LA3100209293820100125","LA3100209293820100125_13204","NA",0,393.819883206737,159.373889857322,2010,NA,NA,"e"
